"obs","study","author","year","class","order","family","genus","species","variable","fitness.estimate","treatment","estimated.increase.in.harm","X_C","sd_C","N_C","X_T","sd_T","N_T","SMDH","v_SMDH","logCVR","v_logCVR","logVR","v_logVR","SME_index","Male.measure","Female.measure","SCR.SCI","Sperm.compet","Harm_type","Parental.care","Gestation","depend","shared.control","source","M_lifespan","F_lifespan","SSD","SSD_lnRR"
129,50,"Helinski",2012,"Insecta","Diptera","Culicidae","Aedes","Aedes aegypti","Mean fecundity (nº eggs per blood meal)","direct","Male access and hability to mate","NA (10F vs 10TM)",46.517094017094,15.7051282051282,25,53.2478632478633,18.5113905304355,53,-0.388221308515575,0.0571328532460652,-0.0180431832840034,0.0372885549236147,-0.153181001956801,0.0304487179487179,0,2.11,2.88,"Low","no","indirect","no","oviparous",0,2,"fig2",29.1,60.95,-0.77,-0.31110234665988
130,51,"Ojanguren",2007,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia reticulata","Reproductive success (nº offspring)","direct","male access (sim vs. sequential)","NA (3 M seq vs 3 M sim)",24.6,13.6,16,13.3,10.0697567001393,15,0.919687904792288,0.144404209243161,-0.316830112928097,0.126365845546193,0.298152294782512,0.0690476190476191,1,20.1,22.7,"High","yes","indirect","no","viviparous",1,0,"text",540,730,-2.6,-0.121645109422327
131,51,"Ojanguren",2007,"Actinopterygii","Cyprinodontiformes","Poecilidae","Poecilia","Poecilia reticulata","Reproductive success (nº offspring)","direct","OSR","3x",20.3,15.2,16,13.3,10.0697567001393,15,0.528761238947582,0.134363132169888,-0.0134789209272968,0.142304348526542,0.409377929892737,0.0690476190476191,1,20.1,22.7,"High","yes","indirect","no","viviparous",1,0,"text",540,730,-2.6,-0.121645109422327
132,52,"Smith",2007,"Actinopterygii","Cyprinodontiformes","Poecilidae","Gambusia","Gambusia affinis","Reproductive success (nº offspring)","direct","OSR","4x (2:2 vs 1:2)",61.6385542168675,11.9952572037429,8,131.807228915663,73.0620211500705,8,-1.26693679703795,0.352518027232085,-1.04674443331536,0.185998500121567,-1.8067973465926,0.142857142857143,1,40,64,"Low","no","indirect","no","viviparous",0,0,"fig3",365,540,-24,-0.470003629245736
133,53,"Porto",2012,"Clitellata (Phylum Annelida)","Crassaclitellata","Lumbricidae","Eisenia","Eisenia andrei","Reproductive success (nº offspring)","direct","nº matings","2x (1 vs 2 matings)",74.2222222222222,57.5082119739819,9,99.6666666666667,51.31276644267,9,-0.444590696455035,0.232370130310508,0.408755863318749,0.221155178390598,0.113988174796598,0.125,NA,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",0,1,"raw data",NA,NA,NA,NA
134,53,"Porto",2012,"Clitellata (Phylum Annelida)","Crassaclitellata","Lumbricidae","Eisenia","Eisenia andrei","Reproductive success (nº offspring)","direct","nº matings","4x (1 vs 4 matings)",74.2222222222222,57.5082119739819,9,92.7,40.1802881467463,10,-0.355765189455979,0.223695894935357,0.587800544602138,0.203546559373433,0.365495668230754,0.118055555555556,NA,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",0,1,"raw data",NA,NA,NA,NA
135,53,"Porto",2012,"Clitellata (Phylum Annelida)","Crassaclitellata","Lumbricidae","Eisenia","Eisenia andrei","Reproductive success (nº offspring)","direct","nº matings","6x (1 vs 6 matings)",74.2222222222222,57.5082119739819,9,92.8888888888889,30.5795865098127,9,-0.385952205953116,0.232237621377772,0.855935515272169,0.203745455119304,0.631595075724112,0.125,NA,NA,NA,"hermaphrodite","hermaphrodite","direct","no","oviparous",0,1,"raw data",NA,NA,NA,NA
136,54,"Taylor",2008,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Reproductive success (nº offspring)","direct","male access",NA,261.273666092943,116.452918628658,44,484.33734939759,240.714894747301,47,-1.16973747406283,0.0534762552694389,-0.108154542977732,0.032267939380961,-0.725367822696491,0.0224974721941355,0,0.77,0.86,"High","yes","direct","no","oviparous",1,0,"fig1",52.19,55.25,-0.09,-0.110541874399824
137,54,"Taylor",2008,"Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Reproductive success (nº offspring)","direct","male access",NA,484.33734939759,240.714894747301,47,431.669535283993,233.673841631354,50,0.220262313745173,0.041773541266493,-0.0847689323793883,0.032189795645269,0.0303524035421343,0.0210736468500444,0,0.77,0.86,"High","yes","both","no","oviparous",1,0,"fig1",52.19,55.25,-0.09,-0.110541874399824
138,56,"Lukasiewicz",2020,"Arachnida","Sarcoptiformes","Acaridae","Sancassania","Sancassania berlesei","fecundity (nº eggs)","direct","male access","5x (4h vs 20h per day)",408.139534883721,34.8879085831192,59,361.627906976744,27.8057863276334,59,1.46483949014746,0.0436209443518125,0.105902858634596,0.0174654310681767,0.226896169921229,0.0172413793103448,0,0.672,0.832,"High","yes","both","no","oviparous",0,0,"fig2",27.23,23.57,-0.16,-0.213574100298059
139,57,"Harano",2006,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus chinensis","fecundity (nº eggs)","direct","male access","NA (single mating vs. repeated 1h exposure)",44.1152263374486,12.1766202527783,38,44.4444444444445,5.70222488088526,75,-0.0343925841488779,0.0485396741183595,0.772853047007417,0.0224946498770579,0.765418068519898,0.0202702702702703,0,1.78,1.89,"Low","yes","both","no","oviparous",0,0,"fig4",10.08,9.08,-0.11,-0.0599634647675572
140,57,"Harano",2006,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus chinensis","fecundity (nº eggs)","direct","male access","NA (single mating vs. repeated 1h exposure)",98.5123966942149,65.1835109758215,30,91.2396694214876,53.9359889970594,55,0.120464996663404,0.0550869308585392,0.120698082575467,0.0474482829840085,0.197390703363722,0.0265006385696041,0,1.78,1.89,"Low","yes","both","no","oviparous",0,0,"fig4",10.08,9.08,-0.11,-0.0599634647675572
141,58,"Campbell",2005,"Insecta","Coleoptera","Curculionidae","Sitophilus","Sitophilus oryzae","LRS","direct","male access","5x",461,214.96046148071,8,14,14.142135623731,8,2.7738956220395,0.742202297469243,-0.773045285529159,0.29758665386153,2.72129542785223,0.142857142857143,0,0.85,0.89,"High","no","both","no","oviparous",1,0,"text",60.01,80.46,-0.04,-0.0459851132418234
142,58,"Campbell",2005,"Insecta","Coleoptera","Curculionidae","Sitophilus","Sitophilus oryzae","survival (longevity)","direct","male access","5x",140,45.254833995939,8,52,28.2842712474619,8,2.20440657593474,0.440163030565257,-0.520395074782142,0.192900615867649,0.470003629245736,0.142857142857143,0,0.85,0.89,"High","no","both","no","oviparous",1,0,"text",60.01,80.46,-0.04,-0.0459851132418234
143,58,"Campbell",2005,"Insecta","Coleoptera","Curculionidae","Sitophilus","Sitophilus oryzae","fecundity (nº eggs)","direct","male access","5x",14.6603773584906,3.79709656556568,5,1.41509433962264,3.03767725245255,5,3.47734451869912,1.05294779477839,-2.11480868551713,1.18501661573323,0.223143551314207,0.25,0,0.85,0.89,"High","no","both","no","oviparous",2,0,"fig4",60.01,80.46,-0.04,-0.0459851132418234
144,59,"Wilson",2015,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","survival (longevity)","direct","nº matings","2x (1 vs. 2)",10.9765395894428,8.77464244324255,38,10.5718475073314,20.6935229055046,47,0.0252316062236506,0.0442810306476799,-0.89287643676755,0.122720866530941,-0.855310778582174,0.0243830787309048,0,1.84,1.93,"High","yes","both","no","oviparous",1,1,"fig1",13,20,-0.0899999999999999,-0.0477544312958999
145,59,"Wilson",2015,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","survival (longevity)","direct","nº matings","3x (1 vs. 2)",10.9765395894428,8.77464244324255,38,8.42521994134897,5.12154839405759,101,0.353182431986135,0.045871231527242,0.282392071855426,0.0389889841324475,0.546922720780564,0.0185135135135135,0,1.84,1.93,"High","yes","both","no","oviparous",2,1,"fig1",13,20,-0.0899999999999999,-0.0477544312958999
146,59,"Wilson",2015,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","survival (longevity)","direct","nº matings","4x (1 vs. 2)",10.9765395894428,8.77464244324255,38,10.0791788856305,5.84108523248306,53,0.119374868522708,0.0485402843017383,0.325559112100124,0.0462824044213287,0.410847543154718,0.0231288981288981,0,1.84,1.93,"High","yes","both","no","oviparous",3,1,"fig1",13,20,-0.0899999999999999,-0.0477544312958999
147,59,"Wilson",2015,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","Reproductive success (nº offspring)","direct","nº matings","2x (1 vs. 2)",40.703125,33.0267135333594,38,37.1875,33.1273065007786,47,0.105322131936784,0.0479363062804048,-0.0907294163121842,0.0585930092988688,-0.000397228790237229,0.0243830787309048,0,1.84,1.93,"High","yes","both","no","oviparous",1,2,"fig3",13,20,-0.0899999999999999,-0.0477544312958999
148,59,"Wilson",2015,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","Reproductive success (nº offspring)","direct","nº matings","3x (1 vs. 2)",40.703125,33.0267135333594,38,31.9791666666667,37.9003472737325,101,0.244072924659719,0.0345618834485776,-0.370350248134452,0.0497461588526121,-0.129130026420064,0.0185135135135135,0,1.84,1.93,"High","yes","both","no","oviparous",2,2,"fig3",13,20,-0.0899999999999999,-0.0477544312958999
149,59,"Wilson",2015,"Insecta","Coleoptera","Chrysomelidae","Callosobruchus","Callosobruchus maculatus","Reproductive success (nº offspring)","direct","nº matings","4x (1 vs. 2)",40.703125,33.0267135333594,38,29.1145833333333,31.920033081358,53,0.353794362950943,0.0464606317872172,-0.297084621764631,0.063133930603431,0.0379810549418023,0.0231288981288981,0,1.84,1.93,"High","yes","both","no","oviparous",3,2,"fig3",13,20,-0.0899999999999999,-0.0477544312958999
